data,sistema,volume_porcentagem,volume_variacao,volume_operacional,pluviometria_dia,pluviometria_mensal,pluviometria_hist
2021-09-23,Guarapiranga,46,4,0,1,79,36260
2021-09-23,Cotia,52,2,0,3,8,60841
2021-09-23,Rio Grande,75,0,0,6,84,11510
2021-09-23,Rio Claro,39,0,0,1,5,33545
2021-09-23,São Lourenço,53,0,0,0,47,4123
2021-09-22,Cantareira,32,4,0,2,317,94524
2021-09-22,Alto Tietê,41,4,0,2,232,2355
2021-09-22,Guarapiranga,46,5,0,2,79,58506
2021-09-22,Cotia,52,5,0,3,8,65996
2021-09-22,Rio Grande,74,4,0,1,83,47406
2021-09-22,Rio Claro,38,9,1,8,5,31579
2021-09-22,São Lourenço,53,0,0,3,47,4123
2021-09-21,Cantareira,32,6,0,2,320,31337
2021-09-21,Alto Tietê,41,6,0,1,232,90629
2021-09-21,Guarapiranga,46,7,0,3,80,3061
2021-09-21,Cotia,52,8,0,2,8,71167
2021-09-21,Rio Grande,74,3,0,2,83,31424
2021-09-21,Rio Claro,37,1,0,2,5,6505
2021-09-21,São Lourenço,53,3,0,3,47,30726
2021-09-20,Cantareira,32,8,0,3,322,57031
2021-09-20,Alto Tietê,41,7,0,2,233,86841
2021-09-20,Guarapiranga,47,0,0,0,80,47698
2021-09-20,Cotia,53,0,0,3,8,73760
2021-09-20,Rio Grande,74,1,0,1,83,15460
2021-09-20,Rio Claro,37,3,0,2,5,10304
2021-09-20,São Lourenço,53,6,0,3,47,57369
2021-09-19,Cantareira,33,1,0,2,324,67971
2021-09-19,Alto Tietê,41,9,0,2,234,90196
2021-09-19,Guarapiranga,47,0,0,1,80,47698
2021-09-19,Cotia,53,3,0,3,8,78957
2021-09-19,Rio Grande,74,0,0,2,82,99514
2021-09-19,Rio Claro,37,5,0,3,5,13168
2021-09-19,São Lourenço,53,9,0,0,47,84053
2021-09-18,Cantareira,33,3,0,2,326,75134
2021-09-18,Alto Tietê,42,1,0,2,235,88914
2021-09-18,Guarapiranga,47,1,0,0,80,70048
2021-09-18,Cotia,53,6,0,2,8,84172
2021-09-18,Rio Grande,73,8,0,1,82,83585
2021-09-18,Rio Claro,37,8,0,6,5,17004
2021-09-18,São Lourenço,53,9,0,7,47,84053
2021-09-17,Cantareira,33,5,0,2,329,19134
2021-09-17,Alto Tietê,42,3,0,1,236,85059
2021-09-17,Guarapiranga,47,1,0,2,80,70048
2021-09-17,Cotia,53,8,0,3,8,86786
2021-09-17,Rio Grande,73,7,0,0,82,67675
2021-09-17,Rio Claro,38,4,0,4,5,24740
2021-09-17,São Lourenço,53,2,0,2,47,21854
2021-09-16,Cantareira,33,7,0,2,331,15638
2021-09-16,Alto Tietê,42,4,0,1,237,45579
2021-09-16,Guarapiranga,47,3,0,2,80,92418
2021-09-16,Cotia,54,1,0,1,8,92027
2021-09-16,Rio Grande,73,7,0,1,82,67675
2021-09-16,Rio Claro,38,8,0,1,5,29619
2021-09-16,São Lourenço,53,0,0,4,47,4123
2021-09-15,Cantareira,33,9,0,2,333,6053
2021-09-15,Alto Tietê,42,5,0,2,238,32067
2021-09-15,Guarapiranga,47,5,0,3,81,37219
2021-09-15,Cotia,54,2,0,4,8,94654
2021-09-15,Rio Grande,73,6,0,0,82,51782
2021-09-15,Rio Claro,38,7,0,4,5,28640
2021-09-15,São Lourenço,53,4,0,4,47,39603
2021-09-14,Cantareira,34,1,0,3,335,35431
2021-09-14,Alto Tietê,42,7,0,1,239,20722
2021-09-14,Guarapiranga,47,8,0,4,81,82103
2021-09-14,Cotia,54,6,0,4,8,99921
2021-09-14,Rio Grande,73,6,0,0,82,51782
2021-09-14,Rio Claro,39,1,0,2,5,34531
2021-09-14,São Lourenço,53,8,0,4,47,75154
2021-09-13,Cantareira,34,4,0,3,338,11255
2021-09-13,Alto Tietê,42,8,0,2,239,85663
2021-09-13,Guarapiranga,48,2,0,1,82,49581
2021-09-13,Cotia,55,0,0,4,9,7854
2021-09-13,Rio Grande,73,6,0,2,82,51782
2021-09-13,Rio Claro,39,3,0,4,5,37494
2021-09-13,São Lourenço,54,2,0,4,48,10776
2021-09-12,Cantareira,34,7,0,2,340,58576
2021-09-12,Alto Tietê,43,0,0,1,240,74788
2021-09-12,Guarapiranga,48,3,0,3,82,72114
2021-09-12,Cotia,55,4,0,3,9,13164
2021-09-12,Rio Grande,73,4,0,1,82,35906
2021-09-12,Rio Claro,39,7,0,4,5,42460
2021-09-12,São Lourenço,54,6,0,3,48,46470
2021-09-11,Cantareira,34,9,0,2,342,58071
2021-09-11,Alto Tietê,43,1,0,1,241,35835
2021-09-11,Guarapiranga,48,6,0,2,83,17242
2021-09-11,Cotia,55,7,0,1,9,18492
2021-09-11,Rio Grande,73,3,0,0,82,20049
2021-09-11,Rio Claro,40,1,0,3,5,48463
2021-09-11,São Lourenço,54,9,0,3,48,73289
2021-09-10,Cantareira,35,1,0,1,344,41459
2021-09-10,Alto Tietê,43,2,0,1,241,96563
2021-09-10,Guarapiranga,48,8,0,0,83,62449
2021-09-10,Cotia,55,8,0,2,9,21162
2021-09-10,Rio Grande,73,3,0,0,82,20049
2021-09-10,Rio Claro,40,4,0,3,5,51483
2021-09-10,São Lourenço,55,2,0,2,49,148
2021-09-09,Cantareira,35,2,0,3,346,11952
2021-09-09,Alto Tietê,43,3,0,2,242,54420
2021-09-09,Guarapiranga,48,8,0,3,83,62449
2021-09-09,Cotia,56,0,0,3,9,23837
2021-09-09,Rio Grande,73,3,0,0,82,20049
2021-09-09,Rio Claro,40,7,0,5,5,56545
2021-09-09,São Lourenço,55,4,0,3,49,18077
2021-09-08,Cantareira,35,5,0,2,348,34031
2021-09-08,Alto Tietê,43,5,0,1,243,58961
2021-09-08,Guarapiranga,49,1,0,4,84,7737
2021-09-08,Cotia,56,3,0,4,9,29200
2021-09-08,Rio Grande,73,3,0,2,82,20049
2021-09-08,Rio Claro,41,2,0,4,5,62663
2021-09-08,São Lourenço,55,7,0,4,49,45005
2021-09-07,Cantareira,35,7,0,2,350,40662
2021-09-07,Alto Tietê,43,6,0,2,244,39612
2021-09-07,Guarapiranga,49,5,0,3,84,75819
2021-09-07,Cotia,56,7,0,1,9,34580
2021-09-07,Rio Grande,73,1,0,0,82,4209
2021-09-07,Rio Claro,41,6,0,6,5,68831
2021-09-07,São Lourenço,56,1,0,4,49,80974
2021-09-06,Cantareira,35,9,0,2,352,51497
2021-09-06,Alto Tietê,43,8,0,1,245,18170
2021-09-06,Guarapiranga,49,8,0,1,85,21307
2021-09-06,Cotia,56,8,0,3,9,37276
2021-09-06,Rio Grande,73,1,0,1,82,4209
2021-09-06,Rio Claro,42,2,0,3,5,76091
2021-09-06,São Lourenço,56,5,0,3,50,17016
2021-09-05,Cantareira,36,1,0,2,354,74713
2021-09-05,Alto Tietê,43,9,0,2,246,4707
2021-09-05,Guarapiranga,49,9,0,3,85,44080
2021-09-05,Cotia,57,1,0,4,9,42683
2021-09-05,Rio Grande,73,0,0,0,81,88386
2021-09-05,Rio Claro,42,5,0,3,5,80270
2021-09-05,São Lourenço,56,8,0,4,50,44097
2021-09-04,Cantareira,36,3,0,3,356,87113
2021-09-04,Alto Tietê,44,1,0,2,247,4380
2021-09-04,Guarapiranga,50,2,0,1,85,89686
2021-09-04,Cotia,57,5,0,3,9,48107
2021-09-04,Rio Grande,73,0,0,1,81,88386
2021-09-04,Rio Claro,42,8,0,3,5,84471
2021-09-04,São Lourenço,57,2,0,3,50,80271
2021-09-03,Cantareira,36,6,0,2,359,14751
2021-09-03,Alto Tietê,44,3,0,1,247,97992
2021-09-03,Guarapiranga,50,3,0,1,86,12519
2021-09-03,Cotia,57,8,0,2,9,53548
2021-09-03,Rio Grande,72,9,0,2,81,72582
2021-09-03,Rio Claro,43,1,0,3,5,88695
2021-09-03,São Lourenço,57,5,0,2,51,7451
2021-09-02,Cantareira,36,8,0,2,361,37766
2021-09-02,Alto Tietê,44,4,0,1,248,59245
2021-09-02,Guarapiranga,50,4,0,1,86,35371
2021-09-02,Cotia,58,0,0,3,9,56276
2021-09-02,Rio Grande,72,7,0,3,81,56795
2021-09-02,Rio Claro,43,4,0,4,5,92941
2021-09-02,São Lourenço,57,7,0,1,51,25594
2021-09-01,Cantareira,37,0,0,1,363,7301
2021-09-01,Alto Tietê,44,5,0,1,249,44027
2021-09-01,Guarapiranga,50,3,0,1,86,12519
2021-09-01,Cotia,58,3,0,2,9,61744
2021-09-01,Rio Grande,72,4,0,5,81,25274
2021-09-01,Rio Claro,43,8,0,3,5,98281
2021-09-01,São Lourenço,57,8,0,5,51,34673
2021-08-31,Cantareira,37,1,0,2,364,50413
2021-08-31,Alto Tietê,44,6,0,1,250,2585
2021-08-31,Guarapiranga,50,2,0,3,85,89686
2021-08-31,Cotia,58,5,0,0,9,64485
2021-08-31,Rio Grande,71,9,0,9,80,62443
2021-08-31,Rio Claro,44,1,0,2,6,2579
2021-08-31,São Lourenço,57,3,0,9,50,89326
2021-08-30,Cantareira,37,3,0,1,365,86217
2021-08-30,Alto Tietê,44,7,0,1,250,16939
2021-08-30,Guarapiranga,49,9,0,7,85,44080
2021-08-30,Cotia,58,5,0,0,9,64485
2021-08-30,Rio Grande,71,0,0,8,79,68722
2021-08-30,Rio Claro,44,3,1,6,6,5817
2021-08-30,São Lourenço,56,4,1,2,50,7999
2021-08-29,Cantareira,37,4,0,0,367,36271
2021-08-29,Alto Tietê,44,6,0,1,250,233
2021-08-29,Guarapiranga,49,2,0,7,84,30411
2021-08-29,Cotia,58,5,0,9,9,64485
2021-08-29,Rio Grande,70,2,1,1,78,75632
2021-08-29,Rio Claro,42,7,0,5,5,83419
2021-08-29,São Lourenço,55,2,1,1,49,148
2021-08-28,Cantareira,37,4,0,1,367,2205
2021-08-28,Alto Tietê,44,7,0,1,250,13984
2021-08-28,Guarapiranga,48,5,0,0,82,94668
2021-08-28,Cotia,57,6,0,1,9,50825
2021-08-28,Rio Grande,69,1,0,1,77,52486
2021-08-28,Rio Claro,42,2,0,4,5,76091
2021-08-28,São Lourenço,54,1,0,2,48,1864
2021-08-27,Cantareira,37,5,0,2,368,34151
2021-08-27,Alto Tietê,44,8,0,2,251,15999
2021-08-27,Guarapiranga,48,5,0,3,82,94668
2021-08-27,Cotia,57,5,0,3,9,48107
2021-08-27,Rio Grande,69,0,0,0,77,37170
2021-08-27,Rio Claro,41,8,0,4,5,70899
2021-08-27,São Lourenço,54,3,0,5,48,19693
2021-08-26,Cantareira,37,7,0,2,369,77714
2021-08-26,Alto Tietê,45,0,0,2,252,16081
2021-08-26,Guarapiranga,48,8,0,3,83,48879
2021-08-26,Cotia,57,8,0,3,9,53548
2021-08-26,Rio Grande,69,0,0,2,77,37170
2021-08-26,Rio Claro,42,2,0,5,5,77133
2021-08-26,São Lourenço,54,8,0,5,48,64345
2021-08-25,Cantareira,37,9,0,2,371,83978
2021-08-25,Alto Tietê,45,2,0,2,253,22769
2021-08-25,Guarapiranga,49,1,0,3,84,7737
2021-08-25,Cotia,58,1,0,4,9,59008
2021-08-25,Rio Grande,68,8,0,0,77,21873
2021-08-25,Rio Claro,42,7,0,4,5,83419
2021-08-25,São Lourenço,55,3,0,4,49,9110
2021-08-24,Cantareira,38,1,0,1,373,71606
2021-08-24,Alto Tietê,45,4,0,2,254,28986
2021-08-24,Guarapiranga,49,4,0,2,84,53105
2021-08-24,Cotia,58,5,0,3,9,64485
2021-08-24,Rio Grande,68,8,0,1,77,21873
2021-08-24,Rio Claro,43,1,0,3,5,88695
2021-08-24,São Lourenço,55,7,0,5,49,45005
2021-08-23,Cantareira,38,2,0,1,375,26836
2021-08-23,Alto Tietê,45,6,0,2,255,42176
2021-08-23,Guarapiranga,49,6,0,3,84,98553
2021-08-23,Cotia,58,8,0,3,9,69979
2021-08-23,Rio Grande,68,7,0,0,77,6592
2021-08-23,Rio Claro,43,4,0,3,5,92941
2021-08-23,São Lourenço,56,2,0,4,49,89977
2021-08-22,Cantareira,38,3,0,2,376,58435
2021-08-22,Alto Tietê,45,8,0,2,256,50276
2021-08-22,Guarapiranga,49,9,0,4,85,44080
2021-08-22,Cotia,59,1,0,4,9,75491
2021-08-22,Rio Grande,68,7,0,0,77,6592
2021-08-22,Rio Claro,43,7,0,2,5,97211
2021-08-22,São Lourenço,56,6,0,5,50,26039
2021-08-21,Cantareira,38,5,0,2,378,21382
2021-08-21,Alto Tietê,46,0,0,2,257,64970
2021-08-21,Guarapiranga,50,3,0,3,86,12519
2021-08-21,Cotia,59,5,0,3,9,81021
2021-08-21,Rio Grande,68,7,0,0,77,6592
2021-08-21,Rio Claro,43,9,0,3,6,427
2021-08-21,São Lourenço,57,1,0,4,50,71221
2021-08-20,Cantareira,38,7,0,1,380,3229
2021-08-20,Alto Tietê,46,2,0,1,258,55061
2021-08-20,Guarapiranga,50,6,0,2,86,58243
2021-08-20,Cotia,59,8,0,3,9,86569
2021-08-20,Rio Grande,68,7,0,1,77,6592
2021-08-20,Rio Claro,44,2,0,3,6,4736
2021-08-20,São Lourenço,57,5,0,4,51,7451
2021-08-19,Cantareira,38,8,0,2,381,41418
2021-08-19,Alto Tietê,46,3,0,2,259,50367
2021-08-19,Guarapiranga,50,8,0,2,87,4045
2021-08-19,Cotia,60,1,0,2,9,92134
2021-08-19,Rio Grande,68,6,0,2,76,91329
2021-08-19,Rio Claro,44,5,0,3,6,7983
2021-08-19,São Lourenço,57,9,0,3,51,43757
2021-08-18,Cantareira,39,0,0,2,383,2600
2021-08-18,Alto Tietê,46,5,0,1,260,49854
2021-08-18,Guarapiranga,51,0,0,1,87,26976
2021-08-18,Cotia,60,3,0,3,9,94923
2021-08-18,Rio Grande,68,4,0,1,76,76083
2021-08-18,Rio Claro,44,8,0,2,6,12332
2021-08-18,São Lourenço,58,2,0,2,51,71037
2021-08-17,Cantareira,39,2,0,1,384,75741
2021-08-17,Alto Tietê,46,6,0,2,261,31138
2021-08-17,Guarapiranga,51,1,0,1,87,49925
2021-08-17,Cotia,60,6,0,2,10,515
2021-08-17,Rio Grande,68,3,0,1,76,60854
2021-08-17,Rio Claro,45,0,0,2,6,15609
2021-08-17,São Lourenço,58,4,0,1,51,89247
2021-08-16,Cantareira,39,3,0,2,386,44417
2021-08-16,Alto Tietê,46,8,0,2,262,31252
2021-08-16,Guarapiranga,51,2,0,3,87,72895
2021-08-16,Cotia,60,8,0,4,10,3318
2021-08-16,Rio Grande,68,2,0,3,76,45642
2021-08-16,Rio Claro,45,2,0,3,6,17801
2021-08-16,São Lourenço,58,5,0,1,51,98359
2021-08-15,Cantareira,39,5,0,1,387,70242
2021-08-15,Alto Tietê,47,0,0,1,263,21424
2021-08-15,Guarapiranga,51,5,0,3,88,18891
2021-08-15,Cotia,61,2,0,1,10,8937
2021-08-15,Rio Grande,67,9,0,3,76,15271
2021-08-15,Rio Claro,45,5,0,3,6,22201
2021-08-15,São Lourenço,58,6,0,1,52,7477
2021-08-14,Cantareira,39,6,0,1,388,73742
2021-08-14,Alto Tietê,47,1,0,2,263,97519
2021-08-14,Guarapiranga,51,8,0,3,88,64965
2021-08-14,Cotia,61,3,0,4,10,11753
2021-08-14,Rio Grande,67,6,0,4,75,84969
2021-08-14,Rio Claro,45,8,0,0,6,25517
2021-08-14,São Lourenço,58,5,0,0,51,98359
2021-08-13,Cantareira,39,7,0,1,389,89872
2021-08-13,Alto Tietê,47,3,0,1,264,88019
2021-08-13,Guarapiranga,52,1,0,2,89,11115
2021-08-13,Cotia,61,7,0,3,10,17398
2021-08-13,Rio Grande,67,2,0,4,75,39644
2021-08-13,Rio Claro,45,8,0,3,6,26625
2021-08-13,São Lourenço,58,5,0,3,51,98359
2021-08-12,Cantareira,39,8,0,1,391,15342
2021-08-12,Alto Tietê,47,4,0,2,265,77898
2021-08-12,Guarapiranga,52,3,0,3,89,57342
2021-08-12,Cotia,62,0,0,2,10,23061
2021-08-12,Rio Grande,66,8,0,1,74,94474
2021-08-12,Rio Claro,45,5,0,9,6,22201
2021-08-12,São Lourenço,58,8,0,3,52,25726
2021-08-11,Cantareira,39,9,0,2,392,33271
2021-08-11,Alto Tietê,47,6,0,2,266,82488
2021-08-11,Guarapiranga,52,6,0,3,90,3645
2021-08-11,Cotia,62,2,0,3,10,25900
2021-08-11,Rio Grande,66,7,0,0,74,79451
2021-08-11,Rio Claro,44,6,0,2,6,9068
2021-08-11,São Lourenço,59,1,0,5,52,53135
2021-08-10,Cantareira,40,1,0,1,393,66972
2021-08-10,Alto Tietê,47,8,0,2,267,82680
2021-08-10,Guarapiranga,52,9,0,2,90,50024
2021-08-10,Cotia,62,5,0,2,10,31590
2021-08-10,Rio Grande,66,7,0,2,74,79451
2021-08-10,Rio Claro,44,8,0,3,6,12332
2021-08-10,São Lourenço,59,6,0,4,52,89749
2021-08-09,Cantareira,40,2,0,2,395,28037
2021-08-09,Alto Tietê,48,0,0,2,268,82237
2021-08-09,Guarapiranga,53,1,0,2,90,96478
2021-08-09,Cotia,62,7,0,4,10,34442
2021-08-09,Rio Grande,66,5,0,0,74,64446
2021-08-09,Rio Claro,45,1,0,3,6,16704
2021-08-09,São Lourenço,60,0,0,4,53,26442
2021-08-08,Cantareira,40,4,0,1,396,70682
2021-08-08,Alto Tietê,48,2,0,1,269,78081
2021-08-08,Guarapiranga,53,3,0,1,91,19733
2021-08-08,Cotia,63,1,0,3,10,40159
2021-08-08,Rio Grande,66,5,0,1,74,64446
2021-08-08,Rio Claro,45,4,0,3,6,19998
2021-08-08,São Lourenço,60,4,0,4,53,63212
2021-08-07,Cantareira,40,5,0,2,397,98602
2021-08-07,Alto Tietê,48,3,0,2,270,69624
2021-08-07,Guarapiranga,53,4,0,1,91,43007
2021-08-07,Cotia,63,4,0,2,10,45894
2021-08-07,Rio Grande,66,4,0,1,74,49458
2021-08-07,Rio Claro,45,7,0,2,6,24411
2021-08-07,São Lourenço,60,8,0,3,54,62
2021-08-06,Cantareira,40,7,0,1,399,42984
2021-08-06,Alto Tietê,48,5,0,1,271,55273
2021-08-06,Guarapiranga,53,5,0,2,91,66300
2021-08-06,Cotia,63,6,0,3,10,48768
2021-08-06,Rio Grande,66,3,0,2,74,34487
2021-08-06,Rio Claro,45,9,0,3,6,27735
2021-08-06,São Lourenço,61,1,0,3,54,27752
2021-08-05,Cantareira,40,8,0,2,400,87794
2021-08-05,Alto Tietê,48,6,0,2,272,43197
2021-08-05,Guarapiranga,53,7,0,3,91,89612
2021-08-05,Cotia,63,9,0,2,10,54530
2021-08-05,Rio Grande,66,1,0,1,74,19533
2021-08-05,Rio Claro,46,2,0,0,6,31073
2021-08-05,São Lourenço,61,4,0,3,54,55487
2021-08-04,Cantareira,41,0,0,1,402,59807
2021-08-04,Alto Tietê,48,8,0,1,273,25195
2021-08-04,Guarapiranga,54,0,0,1,92,36290
2021-08-04,Cotia,64,1,0,3,10,57418
2021-08-04,Rio Grande,66,0,0,0,74,4596
2021-08-04,Rio Claro,46,2,0,8,6,31073
2021-08-04,São Lourenço,61,7,0,3,54,83267
2021-08-03,Cantareira,41,1,0,2,403,98370
2021-08-03,Alto Tietê,48,9,0,2,274,262
2021-08-03,Guarapiranga,54,1,0,1,92,59657
2021-08-03,Cotia,64,4,0,2,10,63207
2021-08-03,Rio Grande,66,0,0,1,74,4596
2021-08-03,Rio Claro,45,4,0,2,6,19998
2021-08-03,São Lourenço,62,0,0,4,55,11092
2021-08-02,Cantareira,41,3,0,1,405,40794
2021-08-02,Alto Tietê,49,1,0,1,274,79655
2021-08-02,Guarapiranga,54,2,0,2,92,83043
2021-08-02,Cotia,64,6,0,2,10,66108
2021-08-02,Rio Grande,65,9,0,2,73,89676
2021-08-02,Rio Claro,45,6,0,3,6,23305
2021-08-02,São Lourenço,62,4,0,3,55,38962
2021-08-01,Cantareira,41,4,0,1,406,74351
2021-08-01,Alto Tietê,49,2,0,2,275,84745
2021-08-01,Guarapiranga,54,4,0,1,93,6447
2021-08-01,Cotia,64,8,0,2,10,69014
2021-08-01,Rio Grande,65,7,0,2,73,74773
2021-08-01,Rio Claro,45,9,0,4,6,27735
2021-08-01,São Lourenço,62,7,0,3,55,66879
2021-07-31,Cantareira,41,5,0,1,407,94774
2021-07-31,Alto Tietê,49,4,0,1,276,64868
2021-07-31,Guarapiranga,54,5,0,1,93,29870
2021-07-31,Cotia,65,0,0,2,10,71924
2021-07-31,Rio Grande,65,5,0,2,73,45018
2021-07-31,Rio Claro,46,3,0,2,6,32188
2021-07-31,São Lourenço,63,0,0,3,55,94841
2021-07-30,Cantareira,41,6,0,1,408,89739
2021-07-30,Alto Tietê,49,5,0,1,277,46249
2021-07-30,Guarapiranga,54,6,0,2,93,53311
2021-07-30,Cotia,65,2,0,1,10,74839
2021-07-30,Rio Grande,65,3,0,4,73,30166
2021-07-30,Rio Claro,46,5,0,2,6,35543
2021-07-30,São Lourenço,63,3,0,0,56,22849
2021-07-29,Cantareira,41,7,0,1,409,45857
2021-07-29,Alto Tietê,49,6,0,0,278,8792
2021-07-29,Guarapiranga,54,8,0,1,93,76770
2021-07-29,Cotia,65,3,0,0,10,77759
2021-07-29,Rio Grande,64,9,0,3,72,85713
2021-07-29,Rio Claro,46,7,1,3,6,38912
2021-07-29,São Lourenço,63,3,0,2,56,22849
2021-07-28,Cantareira,41,6,0,0,408,14465
2021-07-28,Alto Tietê,49,6,0,1,278,6891
2021-07-28,Guarapiranga,54,9,0,3,94,247
2021-07-28,Cotia,65,3,0,1,10,77759
2021-07-28,Rio Grande,64,6,0,5,72,41412
2021-07-28,Rio Claro,45,4,0,5,6,21099
2021-07-28,São Lourenço,63,1,0,3,56,4172
2021-07-27,Cantareira,41,6,0,1,408,73356
2021-07-27,Alto Tietê,49,7,0,2,278,60494
2021-07-27,Guarapiranga,54,6,0,4,93,53311
2021-07-27,Cotia,65,2,0,3,10,74839
2021-07-27,Rio Grande,64,1,0,1,71,88453
2021-07-27,Rio Claro,44,9,0,3,6,13423
2021-07-27,São Lourenço,63,4,0,3,56,32196
2021-07-26,Cantareira,41,7,0,2,409,90310
2021-07-26,Alto Tietê,49,9,0,3,279,85439
2021-07-26,Guarapiranga,55,0,0,3,94,23743
2021-07-26,Cotia,65,5,0,2,10,80682
2021-07-26,Rio Grande,64,2,0,0,71,97264
2021-07-26,Rio Claro,45,2,0,3,6,17801
2021-07-26,São Lourenço,63,7,0,4,56,60266
2021-07-25,Cantareira,41,9,0,1,411,2036
2021-07-25,Alto Tietê,50,2,0,2,281,19682
2021-07-25,Guarapiranga,55,3,0,3,94,70789
2021-07-25,Cotia,65,7,0,3,10,83611
2021-07-25,Rio Grande,64,2,0,0,71,97264
2021-07-25,Rio Claro,45,5,0,3,6,22201
2021-07-25,São Lourenço,64,1,0,5,56,97765
2021-07-24,Cantareira,42,0,0,1,412,61036
2021-07-24,Alto Tietê,50,4,0,2,282,41556
2021-07-24,Guarapiranga,55,6,0,3,95,17907
2021-07-24,Cotia,66,0,0,4,10,89481
2021-07-24,Rio Grande,64,2,0,2,71,97264
2021-07-24,Rio Claro,45,8,0,3,6,25517
2021-07-24,São Lourenço,64,6,0,3,57,35348
2021-07-23,Cantareira,42,1,0,2,413,88611
2021-07-23,Alto Tietê,50,6,0,2,283,65475
2021-07-23,Guarapiranga,55,9,0,2,95,65097
2021-07-23,Cotia,66,4,0,2,10,95370
2021-07-23,Rio Grande,64,4,0,3,72,26679
2021-07-23,Rio Claro,46,1,0,6,6,29959
2021-07-23,São Lourenço,64,9,0,4,57,63590
2021-07-22,Cantareira,42,3,0,1,415,18465
2021-07-22,Alto Tietê,50,8,0,3,284,89141
2021-07-22,Guarapiranga,56,1,0,3,96,12360
2021-07-22,Cotia,66,6,0,3,10,98321
2021-07-22,Rio Grande,64,7,0,2,72,56162
2021-07-22,Rio Claro,46,7,0,5,6,37788
2021-07-22,São Lourenço,65,3,0,4,58,1319
2021-07-21,Cantareira,42,4,0,1,416,36431
2021-07-21,Alto Tietê,51,1,0,2,286,13842
2021-07-21,Guarapiranga,56,4,0,3,96,59693
2021-07-21,Cotia,66,9,0,4,11,4237
2021-07-21,Rio Grande,64,9,0,2,72,85713
2021-07-21,Rio Claro,47,2,0,5,6,44555
2021-07-21,São Lourenço,65,7,0,4,58,39133
2021-07-20,Cantareira,42,5,0,2,417,42886
2021-07-20,Alto Tietê,51,3,0,2,287,48055
2021-07-20,Guarapiranga,56,7,0,3,97,7097
2021-07-20,Cotia,67,3,0,2,11,10171
2021-07-20,Rio Grande,65,1,0,2,73,514
2021-07-20,Rio Claro,47,7,0,0,6,51376
2021-07-20,São Lourenço,66,1,0,1,58,67550
2021-07-19,Cantareira,42,7,0,1,418,90229
2021-07-19,Alto Tietê,51,5,0,2,288,66201
2021-07-19,Guarapiranga,57,0,0,3,97,54573
2021-07-19,Cotia,67,5,0,3,11,13145
2021-07-19,Rio Grande,65,3,0,3,73,30166
2021-07-19,Rio Claro,47,7,0,2,6,52518
2021-07-19,São Lourenço,66,2,0,5,58,77033
2021-07-18,Cantareira,42,8,0,1,419,92148
2021-07-18,Alto Tietê,51,7,0,1,289,68973
2021-07-18,Guarapiranga,57,3,0,1,98,2118
2021-07-18,Cotia,67,8,0,0,11,19107
2021-07-18,Rio Grande,65,6,0,0,73,59887
2021-07-18,Rio Claro,47,9,0,1,6,54806
2021-07-18,São Lourenço,66,7,0,1,59,24527
2021-07-17,Cantareira,42,9,0,1,421,12814
2021-07-17,Alto Tietê,51,8,0,2,290,50783
2021-07-17,Guarapiranga,57,4,0,1,98,25917
2021-07-17,Cotia,67,8,0,2,11,19107
2021-07-17,Rio Grande,65,6,0,1,73,59887
2021-07-17,Rio Claro,48,0,0,1,6,55952
2021-07-17,São Lourenço,66,6,0,2,59,15017
2021-07-16,Cantareira,43,0,0,2,422,43237
2021-07-16,Alto Tietê,52,0,0,2,291,12369
2021-07-16,Guarapiranga,57,5,0,3,98,49733
2021-07-16,Cotia,68,0,0,4,11,22094
2021-07-16,Rio Grande,65,7,0,4,73,74773
2021-07-16,Rio Claro,48,1,0,4,6,57100
2021-07-16,São Lourenço,66,8,0,4,59,34042
2021-07-15,Cantareira,43,2,0,0,423,79653
2021-07-15,Alto Tietê,52,2,0,1,292,27893
2021-07-15,Guarapiranga,57,8,0,3,98,97418
2021-07-15,Cotia,68,4,0,2,11,28083
2021-07-15,Rio Grande,66,1,0,4,74,19533
2021-07-15,Rio Claro,48,5,0,0,6,62862
2021-07-15,São Lourenço,67,2,0,4,59,72155
2021-07-14,Cantareira,43,2,0,2,424,54735
2021-07-14,Alto Tietê,52,3,0,2,293,15754
2021-07-14,Guarapiranga,58,1,0,3,99,45172
2021-07-14,Cotia,68,6,0,1,11,31084
2021-07-14,Rio Grande,66,5,0,5,74,64446
2021-07-14,Rio Claro,48,5,0,1,6,62862
2021-07-14,São Lourenço,67,6,0,3,60,797
2021-07-13,Cantareira,43,4,0,1,426,12585
2021-07-13,Alto Tietê,52,5,0,1,294,12803
2021-07-13,Guarapiranga,58,4,0,3,99,92995
2021-07-13,Cotia,68,7,0,4,11,34090
2021-07-13,Rio Grande,67,0,0,5,75,12523
2021-07-13,Rio Claro,48,6,0,1,6,64019
2021-07-13,São Lourenço,67,9,0,4,60,29488
2021-07-12,Cantareira,43,5,0,1,427,60552
2021-07-12,Alto Tietê,52,6,0,2,294,97302
2021-07-12,Guarapiranga,58,7,0,1,100,40887
2021-07-12,Cotia,69,1,0,2,11,40116
2021-07-12,Rio Grande,67,5,0,4,75,69843
2021-07-12,Rio Claro,48,7,0,0,6,65177
2021-07-12,São Lourenço,68,3,0,3,60,67819
2021-07-11,Cantareira,43,6,0,2,428,62509
2021-07-11,Alto Tietê,52,8,0,1,295,85850
2021-07-11,Guarapiranga,58,8,0,3,100,64858
